speed_kmh,wing_angle_deg,drs_active,downforce_n,drag_n,stability_index
253.64,22.25,0,2877.9,195.61,100.0
265.24,6.6,0,955.25,170.64,100.0
193.7,5.77,1,445.6,67.84,100.0
247.38,26.9,1,3271.12,152.86,100.0
198.55,27.39,0,2142.95,132.59,100.0
121.6,25.94,1,764.3,36.24,100.0
323.77,15.9,0,3393.35,284.9,100.0
279.68,11.11,0,1780.77,198.56,100.0
277.67,13.7,0,2157.1,202.62,100.0
151.32,19.95,0,923.13,66.71,100.0
275.85,18.15,0,2800.1,214.7,100.0
161.49,25.56,1,1329.55,63.43,100.0
282.2,7.7,0,1260.95,194.94,100.0
188.39,32.87,0,2275.92,133.27,100.0
141.74,22.67,1,914.96,46.19,100.0
340.16,11.6,1,2748.16,221.64,100.0
127.73,27.02,0,875.89,54.47,100.0
301.87,9.5,1,1776.23,170.29,100.0
126.97,9.76,1,322.8,30.21,100.0
281.45,16.72,0,2693.36,218.19,100.0
129.25,18.89,0,639.08,47.75,100.0
234.84,7.65,0,867.37,134.94,100.0
149.82,8.97,0,413.33,55.62,100.0
329.64,28.56,0,6137.62,374.14,18.12
206.39,27.46,0,2320.65,143.46,100.0
104.09,28.89,1,618.38,28.16,100.0
266.46,24.05,1,3418.34,167.62,100.0
217.96,29.61,0,2773.22,167.07,100.0
327.83,21.85,1,4725.21,243.22,88.74
214.78,24.03,1,2219.15,108.86,100.0
208.95,5.41,0,486.06,105.0,100.0
220.33,30.48,1,2909.88,130.33,100.0
327.86,19.17,0,4169.69,308.77,100.0
255.51,33.02,1,4203.47,184.42,100.0
277.38,29.84,1,4523.59,203.89,98.82
290.91,33.87,1,5572.59,243.16,46.37
348.44,26.12,1,6314.41,298.56,9.28
321.94,30.84,0,6278.13,373.67,11.09
345.73,17.75,0,4305.69,334.96,100.0
190.98,32.69,0,2327.32,136.46,100.0
156.93,7.19,1,364.0,45.01,100.0
153.9,34.77,0,1595.68,92.36,100.0
327.32,6.98,0,1538.59,260.65,100.0
320.11,32.56,1,6516.53,286.83,0.0
272.36,22.12,0,3300.2,225.0,100.0
116.68,24.74,1,673.2,32.58,100.0
184.28,17.21,0,1186.97,94.29,100.0
294.56,19.28,0,3384.27,249.72,100.0
165.87,26.32,0,1441.41,90.58,100.0
265.38,19.55,0,2784.63,203.69,100.0
243.83,15.56,0,1884.12,160.7,100.0
169.61,19.84,1,1153.48,62.73,100.0
347.6,17.46,0,4283.64,336.93,100.0
168.04,12.79,0,738.52,73.26,100.0
337.12,32.85,0,7284.72,426.64,0.0
243.35,13.01,1,1575.41,115.59,100.0
124.33,21.2,1,660.38,34.56,100.0
320.91,14.24,0,2993.68,272.82,100.0
309.73,8.04,0,1585.44,235.56,100.0
320.21,25.51,1,5217.75,249.14,64.11
269.11,28.48,1,4080.48,186.73,100.0
288.58,23.92,1,3989.68,196.12,100.0
340.37,28.25,1,6479.22,297.33,1.04
133.84,15.85,1,578.14,36.48,100.0
122.01,7.26,1,222.11,27.22,100.0
133.15,31.39,0,1091.05,64.62,100.0
330.57,33.05,0,7041.0,411.81,0.0
249.18,18.31,0,2304.15,175.67,100.0
146.66,6.37,1,281.9,39.06,100.0
137.55,18.84,1,722.0,40.53,100.0
218.04,13.76,0,1335.72,125.04,100.0
316.17,32.8,0,6397.33,374.82,5.13
313.37,20.44,0,4052.27,288.67,100.0
325.58,31.64,0,6570.38,388.36,0.0
303.77,20.13,0,3751.52,269.69,100.0
116.33,24.58,0,665.17,43.05,100.0
290.84,27.99,0,4690.59,287.95,90.47
237.52,29.57,0,3289.64,198.26,100.0
292.5,9.45,0,1659.48,213.07,100.0
228.33,27.55,1,2849.55,131.95,100.0
228.14,19.18,0,2020.48,149.54,100.0
133.43,5.49,0,201.33,42.84,100.0
339.88,33.49,0,7531.25,439.2,0.0
199.27,12.25,0,995.9,102.29,100.0
254.33,32.7,1,4128.69,181.55,100.0
154.9,15.75,0,769.37,65.05,100.0
197.76,27.93,0,2164.24,132.96,100.0
330.7,5.48,0,1234.37,263.15,100.0
155.54,14.46,0,713.71,64.3,100.0
154.62,9.32,0,457.37,59.45,100.0
169.03,5.24,0,308.09,68.64,100.0
252.29,22.01,0,2817.76,192.63,100.0
237.98,23.66,1,2684.96,132.69,100.0
146.46,33.57,0,1401.54,81.69,100.0
283.37,27.3,0,4351.96,269.6,100.0
340.5,9.16,0,2181.09,287.86,100.0
152.69,29.31,0,1348.29,81.49,100.0
278.33,5.45,0,869.7,186.37,100.0
255.39,22.8,0,2986.77,200.43,100.0
187.17,15.14,0,1081.1,94.08,100.0
263.73,26.87,0,3714.4,231.51,100.0
155.63,15.07,0,743.96,64.97,100.0
321.0,34.46,0,6888.22,399.38,0.0
105.89,10.49,0,241.29,28.25,100.0
250.27,26.94,0,3352.62,208.76,100.0
184.48,23.37,0,1595.27,105.73,100.0
333.56,28.68,1,6308.79,288.02,9.56
232.33,29.0,0,3091.5,187.5,100.0
312.66,32.94,1,6279.83,275.68,11.01
344.81,29.75,0,6970.6,419.31,0.0
188.6,28.91,0,2031.65,123.34,100.0
333.29,23.56,1,5246.31,259.78,62.68
292.46,6.3,1,1109.7,155.25,100.0
128.67,9.48,1,322.03,30.93,100.0
127.54,12.89,1,428.78,31.7,100.0
316.6,10.35,0,2128.1,252.15,100.0
224.1,34.0,0,3318.36,192.91,100.0
231.21,15.07,0,1642.4,143.41,100.0
336.18,21.11,0,4808.78,336.33,84.56
339.51,29.07,0,6617.54,401.0,0.0
129.87,5.44,0,188.99,40.57,100.0
199.02,25.17,0,1990.32,127.45,100.0
337.24,9.96,0,2323.59,284.81,100.0
317.26,12.84,0,2643.23,261.35,100.0
291.07,33.56,0,5533.28,322.55,48.34
127.02,26.18,0,840.99,52.97,100.0
264.62,12.87,1,1842.75,136.41,100.0
254.19,30.65,0,3892.33,232.06,100.0
144.3,10.98,0,468.61,52.77,100.0
305.07,12.74,0,2425.72,241.33,100.0
182.67,27.54,0,1823.1,112.57,100.0
264.47,14.04,0,2004.29,184.72,100.0
195.89,17.42,0,1357.13,106.92,100.0
122.36,15.23,0,464.62,40.26,100.0
239.07,19.08,0,2207.8,163.93,100.0
181.26,19.05,0,1267.07,94.18,100.0
118.9,14.07,1,406.19,28.02,100.0
152.6,17.78,0,840.13,65.29,100.0
264.0,7.4,0,1060.35,170.15,100.0
126.87,12.4,1,408.37,31.16,100.0
123.18,12.24,0,380.14,39.08,100.0
350.17,34.21,0,8145.8,472.95,0.0
128.49,27.12,0,889.27,55.23,100.0
199.66,14.85,0,1206.82,106.57,100.0
135.35,26.74,0,973.89,60.82,100.0
348.91,32.69,1,7767.56,341.59,0.0
227.51,11.77,1,1247.46,99.37,100.0
129.45,26.39,0,880.08,55.25,100.0
303.74,34.77,0,6216.22,359.8,14.19
306.91,15.31,1,2938.81,190.22,100.0
338.82,34.0,0,7585.13,440.94,0.0
287.0,9.08,0,1535.04,204.32,100.0
114.5,21.54,0,568.83,39.34,100.0
245.83,33.13,0,3902.01,228.1,100.0
201.77,23.07,0,1884.93,125.75,100.0
298.37,19.26,0,3470.47,256.18,100.0
256.6,17.71,0,2365.92,184.37,100.0
292.18,13.53,0,2359.07,223.8,100.0
147.82,14.87,0,662.45,58.43,100.0
215.82,25.1,0,2334.87,149.69,100.0
214.51,15.62,0,1463.7,124.49,100.0
359.96,7.1,0,1893.03,315.54,100.0
105.06,9.94,0,225.18,27.64,100.0
316.25,10.56,1,2165.22,189.16,100.0
125.73,20.08,0,641.4,46.17,100.0
121.3,29.7,1,861.23,38.88,100.0
186.97,22.32,0,1568.63,106.43,100.0
285.7,5.47,1,918.82,147.29,100.0
279.79,25.0,1,3908.7,188.29,100.0
266.39,20.06,1,2876.01,155.36,100.0
305.26,5.46,0,1046.84,224.17,100.0
161.58,16.32,0,866.65,71.43,100.0
267.97,6.17,1,912.08,130.2,100.0
269.08,27.18,0,3907.49,242.49,100.0
273.4,7.71,0,1184.28,182.98,100.0
257.53,6.13,0,836.14,160.29,100.0
158.7,31.36,1,1548.91,68.82,100.0
342.29,29.31,1,6776.8,307.17,0.0
358.64,10.96,0,2889.58,325.92,100.0
282.63,23.43,0,3752.46,248.44,100.0
217.68,32.91,0,3042.18,178.1,100.0
242.36,11.46,0,1379.22,149.76,100.0
128.72,19.6,1,656.53,35.97,100.0
196.3,19.86,1,1546.85,84.06,100.0
358.68,33.06,0,8291.49,484.92,0.0
245.15,30.55,0,3609.49,215.4,100.0
248.57,18.82,0,2354.4,176.37,100.0
352.8,26.66,0,6598.39,412.55,0.0
334.88,19.3,0,4379.54,322.91,100.0
250.71,10.56,0,1361.46,158.51,100.0
171.28,10.98,0,659.92,74.35,100.0
130.99,21.1,0,729.89,51.06,100.0
328.87,31.67,1,6709.22,297.36,0.0
343.82,31.28,0,7252.12,429.96,0.0
230.99,5.35,0,588.16,128.27,100.0
125.06,12.89,1,412.31,30.48,100.0
260.65,30.93,0,4126.29,245.39,100.0
197.38,26.47,1,2051.78,96.48,100.0
141.83,17.57,1,717.45,42.15,100.0
343.57,28.79,0,6716.43,408.32,0.0
163.45,8.83,0,484.34,66.11,100.0
288.46,12.33,0,2099.35,214.56,100.0
213.79,27.05,1,2455.56,114.5,100.0
319.4,33.8,0,6704.72,390.25,0.0
285.72,26.58,1,4316.14,202.62,100.0
132.64,8.55,1,309.12,32.56,100.0
219.15,32.83,0,3076.49,180.21,100.0
168.84,7.93,0,464.55,69.93,100.0
289.1,24.05,1,4024.56,197.33,100.0
244.34,14.29,0,1741.5,158.28,100.0
190.15,23.05,0,1672.56,111.63,100.0
187.31,20.61,1,1458.87,77.58,100.0
130.34,23.76,0,808.63,53.17,100.0
156.66,9.96,0,501.8,61.47,100.0
289.07,25.72,0,4284.77,271.84,100.0
261.62,12.02,1,1684.78,131.84,100.0
194.23,30.54,0,2265.33,135.2,100.0
321.57,23.21,1,4814.96,240.19,84.25
228.37,13.66,1,1455.44,102.74,100.0
310.53,9.69,1,1918.19,180.58,100.0
307.01,7.75,0,1501.12,230.83,100.0
324.72,13.15,0,2835.26,274.98,100.0
325.19,19.26,0,4120.35,304.24,100.0
279.95,18.95,0,3007.0,224.26,100.0
298.6,22.18,0,3976.88,270.74,100.0
305.88,5.53,0,1064.8,225.2,100.0
144.83,22.0,0,928.43,63.48,100.0
179.56,22.79,0,1475.88,99.06,100.0
127.62,9.7,0,324.41,40.68,100.0
150.18,27.81,1,1243.37,57.38,100.0
306.25,34.65,1,6300.47,273.69,9.98
350.98,22.42,0,5550.6,375.77,47.47
278.51,13.3,0,2108.63,202.71,100.0
334.8,11.06,0,2540.12,284.37,100.0
184.26,15.08,0,1043.5,91.09,100.0
324.14,5.74,1,1242.32,189.93,100.0
189.78,8.4,0,621.55,88.74,100.0
336.95,19.65,1,4511.15,246.73,99.44
311.48,6.25,0,1247.24,234.69,100.0
360.65,15.19,0,4027.41,349.58,100.0
319.23,21.43,0,4398.76,305.09,100.0
205.53,24.56,0,2074.66,134.31,100.0
129.17,34.62,0,1120.07,64.88,100.0
331.68,11.77,0,2650.56,281.59,100.0
251.37,19.86,0,2535.71,183.76,100.0
327.41,20.33,0,4399.96,314.45,100.0
202.59,19.6,0,1627.01,118.82,100.0
107.67,34.05,0,767.03,44.58,100.0
113.89,19.03,1,499.75,27.88,100.0
277.68,15.21,0,2389.84,207.28,100.0
130.33,8.2,1,286.22,31.33,100.0
297.55,29.0,1,5071.08,230.66,71.45
211.15,16.89,0,1530.51,123.14,100.0
249.22,30.4,1,3713.32,166.45,100.0
312.32,19.87,0,3917.03,283.75,100.0
167.06,21.91,0,1230.4,84.32,100.0
209.42,11.26,0,1012.21,111.54,100.0
293.33,34.07,1,5695.49,248.22,40.23
343.38,18.52,0,4425.21,334.86,100.0
176.93,14.38,1,918.3,62.32,100.0
265.02,11.33,0,1629.72,178.77,100.0
352.07,23.67,0,5878.83,387.3,31.06
271.95,34.65,0,4967.56,287.72,76.62
336.59,32.94,1,7279.59,319.55,0.0
349.03,13.39,1,3333.11,239.06,100.0
346.28,34.19,0,7961.83,462.32,0.0
301.0,24.18,1,4384.35,214.44,100.0
246.31,18.39,0,2261.66,171.9,100.0
125.64,16.04,1,515.3,32.25,100.0
159.02,34.53,0,1693.58,98.15,100.0
167.78,24.17,0,1361.88,88.82,100.0
108.81,18.62,1,446.68,25.26,100.0
127.01,9.62,0,318.36,40.25,100.0
178.11,23.56,1,1498.18,74.19,100.0
124.05,23.13,0,714.16,47.58,100.0
144.93,12.7,1,545.73,40.82,100.0
114.42,9.83,0,264.08,32.74,100.0
210.38,22.03,0,1961.2,134.01,100.0
317.65,16.82,1,3450.44,208.79,100.0
315.24,29.36,0,5757.05,347.74,37.15
339.8,10.48,0,2480.71,290.88,100.0
297.58,13.93,1,2519.1,175.14,100.0
164.78,31.82,0,1691.66,99.84,100.0
286.13,29.01,0,4691.78,284.49,90.41
299.76,5.38,0,995.43,216.07,100.0
243.92,6.04,0,740.04,143.71,100.0
313.86,5.32,0,1079.22,236.78,100.0
118.89,25.01,0,706.07,45.34,100.0
257.62,8.05,1,1097.87,122.23,100.0
227.17,32.86,0,3308.34,193.75,100.0
313.38,24.08,0,4734.56,309.34,88.27
133.91,25.31,0,905.7,57.86,100.0
156.35,12.78,0,638.64,63.41,100.0
248.05,6.76,0,855.75,149.43,100.0
351.01,16.0,0,4012.12,335.38,100.0
122.05,14.92,0,453.0,39.86,100.0
296.99,12.83,0,2313.99,228.99,100.0
154.43,22.12,0,1061.06,72.34,100.0
127.94,16.02,1,533.88,33.43,100.0
204.61,31.35,0,2573.31,152.48,100.0
254.51,24.66,0,3193.47,206.37,100.0
319.16,23.39,0,4778.58,316.6,86.07
268.19,33.9,0,4740.26,275.73,87.99
230.29,29.24,0,3060.67,185.12,100.0
175.7,24.87,0,1533.97,98.75,100.0
177.53,19.8,1,1261.47,68.68,100.0
304.2,21.91,0,4079.88,279.57,100.0
130.23,9.34,0,325.34,42.19,100.0
138.82,12.86,1,506.58,37.53,100.0
290.73,30.59,0,5082.0,303.18,70.9
354.68,24.07,0,6061.73,396.15,21.91
131.86,16.41,0,580.31,47.64,100.0
261.5,21.48,0,2958.58,204.92,100.0
163.38,11.07,0,605.7,67.73,100.0
106.83,9.87,0,231.07,28.55,100.0
320.55,16.06,0,3357.82,279.96,100.0
234.78,30.71,0,3325.99,198.2,100.0
106.33,6.26,1,145.68,20.51,100.0
337.3,30.36,0,6793.42,406.17,0.0
241.96,24.4,0,2857.71,185.57,100.0
295.32,22.17,0,3888.97,264.8,100.0
212.23,28.78,0,2562.0,155.77,100.0
148.99,33.11,1,1432.61,62.82,100.0
223.38,8.23,0,843.95,122.74,100.0
176.23,21.55,1,1347.81,69.89,100.0
178.63,22.32,1,1431.87,72.87,100.0
270.63,15.85,1,2363.43,149.17,100.0
124.93,32.72,0,996.67,58.43,100.0
205.21,6.64,0,574.99,102.17,100.0
244.86,6.79,0,837.48,145.64,100.0
288.11,22.54,0,3759.25,253.79,100.0
267.72,21.73,0,3135.27,215.8,100.0
334.86,22.91,0,5156.35,345.24,67.18
362.98,11.92,1,3216.07,253.44,100.0
348.42,25.32,1,6134.1,293.85,18.3
302.5,10.11,0,1897.1,229.55,100.0
281.79,8.66,0,1412.77,196.15,100.0
109.39,16.87,1,410.25,24.78,100.0
241.38,19.46,1,2293.27,126.18,100.0
275.88,30.31,0,4537.88,271.45,98.11
209.43,26.58,1,2318.66,108.86,100.0
201.97,29.61,0,2381.16,143.45,100.0
243.77,23.04,0,2748.13,183.45,100.0
340.26,15.53,1,3662.29,234.6,100.0
169.15,33.73,0,1876.9,109.29,100.0
205.75,19.59,1,1677.34,91.9,100.0
273.07,30.35,1,4452.15,199.65,100.0
149.29,31.3,0,1367.97,81.09,100.0
321.25,28.91,0,5895.64,357.89,30.22
276.51,25.41,0,3875.99,247.19,100.0
193.35,29.83,0,2197.39,132.07,100.0
291.37,16.91,0,2918.5,234.58,100.0
174.03,20.74,0,1267.31,89.52,100.0
305.23,13.13,0,2500.76,242.88,100.0
118.73,16.8,0,481.42,38.88,100.0
213.09,16.44,0,1518.27,124.49,100.0
169.33,24.77,1,1419.28,68.66,100.0
316.43,24.1,0,4829.91,315.48,83.5
299.48,18.99,1,3448.67,192.62,100.0
323.09,14.14,0,3012.58,276.11,100.0
272.66,33.98,0,4909.63,285.45,79.52
310.76,25.26,0,4869.23,311.32,81.54
216.28,20.7,1,1953.76,103.62,100.0
279.69,16.38,0,2606.91,214.26,100.0
108.25,18.92,0,448.94,33.51,100.0
333.39,23.02,0,5135.23,342.97,68.24
281.47,29.49,0,4607.69,277.93,94.62
329.52,9.2,0,2050.52,269.69,100.0
304.28,15.59,0,2940.77,250.4,100.0
175.89,16.14,1,1016.3,63.31,100.0
172.31,31.77,0,1847.18,109.07,100.0
311.9,14.88,0,2951.99,260.21,100.0
148.95,33.19,0,1434.87,83.84,100.0
129.33,7.46,0,256.53,40.85,100.0
103.99,6.55,1,145.64,19.66,100.0
179.08,31.1,0,1957.15,116.22,100.0
126.31,12.18,0,397.78,41.06,100.0
312.45,6.41,1,1288.25,177.33,100.0
228.4,32.73,1,3332.25,146.5,100.0
166.92,24.49,1,1364.82,66.35,100.0
259.55,25.87,0,3472.7,219.8,100.0
118.64,7.51,0,217.34,34.4,100.0
292.42,5.47,0,963.7,205.74,100.0
232.87,13.89,1,1538.4,107.19,100.0
101.72,16.9,0,355.35,28.58,100.0
184.59,14.0,0,973.88,89.94,100.0
298.8,20.59,0,3709.61,263.16,100.0
149.85,9.29,1,428.32,41.87,100.0
354.9,30.41,0,7533.5,450.18,0.0
337.61,26.2,1,5946.18,280.77,27.69
306.23,30.5,1,5623.35,251.82,43.83
120.82,28.34,1,818.56,37.52,100.0
193.77,31.14,0,2293.91,136.17,100.0
179.02,24.88,1,1593.03,76.91,100.0
136.47,6.12,0,234.59,45.01,100.0
364.9,24.08,1,6419.56,314.57,4.02
139.01,33.3,1,1253.41,54.89,100.0
183.56,31.1,0,2056.27,122.11,100.0
333.24,14.08,0,3191.97,293.47,100.0
138.26,34.72,0,1286.42,74.48,100.0
224.42,30.48,0,3018.28,180.25,100.0
358.56,12.82,0,3371.55,333.74,100.0
165.53,32.24,0,1726.96,101.6,100.0
286.31,11.35,0,1905.92,208.71,100.0
121.21,10.31,0,310.73,36.94,100.0
259.23,16.26,1,2222.64,137.76,100.0
189.85,8.65,0,640.38,89.02,100.0
285.38,33.73,1,5343.98,233.37,57.8
214.72,33.46,0,3003.33,175.18,100.0
179.23,14.65,0,960.12,85.63,100.0
244.69,21.72,0,2618.21,180.25,100.0
137.02,33.82,0,1234.65,71.85,100.0
315.82,13.96,0,2842.61,263.13,100.0
298.94,5.48,0,1007.45,215.02,100.0
244.42,13.43,0,1639.75,156.4,100.0
197.27,14.81,0,1175.25,103.97,100.0
342.53,18.73,0,4451.61,334.44,100.0
268.13,19.35,0,2814.78,207.2,100.0
175.47,7.8,1,493.8,56.58,100.0
313.78,12.4,0,2497.48,254.1,100.0
268.28,5.6,1,829.26,129.98,100.0
133.66,25.78,0,917.86,58.18,100.0
130.27,29.7,0,993.45,59.79,100.0
348.6,32.09,0,7628.65,449.29,0.0
176.3,30.87,0,1884.27,112.12,100.0
275.82,20.86,0,3201.33,225.38,100.0
109.65,17.15,0,418.86,33.35,100.0
247.47,19.39,1,2401.85,132.46,100.0
161.25,17.58,0,927.9,72.65,100.0
137.0,13.1,0,502.81,48.91,100.0
304.98,12.86,0,2445.04,241.55,100.0
314.53,32.5,0,6279.96,368.73,11.0
289.53,25.2,0,4217.76,269.93,100.0
102.96,23.81,0,505.65,33.22,100.0
175.5,21.64,0,1342.15,92.58,100.0
195.65,14.58,0,1138.61,101.92,100.0
283.08,19.2,0,3114.16,230.33,100.0
300.22,34.15,0,5977.76,347.21,26.11
266.38,28.63,0,4016.89,244.66,100.0
309.11,7.48,0,1470.03,233.44,100.0
213.23,6.6,0,617.57,110.28,100.0
243.59,7.39,1,901.88,108.64,100.0
117.03,29.65,0,800.6,48.21,100.0
213.2,5.53,0,517.6,109.4,100.0
214.65,7.94,1,751.52,84.77,100.0
262.05,21.2,0,2933.6,204.7,100.0
200.14,12.11,0,993.22,102.99,100.0
163.19,28.64,0,1508.26,91.85,100.0
162.96,28.6,1,1502.19,68.64,100.0
135.48,17.66,0,658.02,51.36,100.0
285.77,14.53,0,2421.43,217.28,100.0
264.98,23.89,0,3359.72,220.35,100.0
253.5,21.39,0,2768.98,192.25,100.0
240.72,10.92,0,1296.71,146.75,100.0
197.4,25.35,0,1970.99,125.83,100.0
303.71,19.38,1,3616.22,199.47,100.0
344.34,12.07,0,2928.65,304.67,100.0
216.6,11.05,0,1062.36,119.0,100.0
208.41,34.83,0,2931.04,169.6,100.0
143.12,25.67,0,1048.45,66.57,100.0
277.74,17.49,0,2739.09,215.21,100.0
247.89,22.76,1,2809.22,141.52,100.0
361.82,27.68,1,7184.46,332.13,0.0
254.85,21.93,0,2866.38,196.3,100.0
176.48,8.2,0,525.15,76.6,100.0
249.18,9.19,1,1171.44,115.65,100.0
360.94,11.75,0,3134.38,333.39,100.0
291.68,18.32,0,3159.62,240.77,100.0
134.07,24.94,0,895.47,57.58,100.0
190.94,19.42,0,1432.19,105.2,100.0
179.15,19.37,0,1257.71,92.53,100.0
327.06,6.83,1,1502.04,194.93,100.0
261.96,9.4,0,1324.88,170.82,100.0
314.68,14.33,0,2895.95,262.66,100.0
146.71,30.54,0,1292.06,77.12,100.0
340.63,34.45,0,7754.78,449.65,0.0
115.45,32.71,0,850.98,49.89,100.0
199.33,10.57,1,861.46,75.16,100.0
103.75,22.75,1,491.91,24.78,100.0
148.83,16.13,0,727.28,60.43,100.0
354.99,20.85,0,5298.27,373.2,60.09
120.8,22.13,1,649.57,33.2,100.0
138.53,7.46,0,294.52,46.88,100.0
345.08,13.37,0,3253.0,311.48,100.0
288.2,21.48,0,3592.9,248.88,100.0
207.85,32.81,0,2765.43,162.02,100.0
118.22,6.19,1,177.98,25.35,100.0
308.04,21.21,0,4055.99,282.92,100.0
230.57,27.08,0,2859.98,177.71,100.0
185.6,17.03,0,1191.79,95.36,100.0
195.6,5.26,1,414.68,68.95,100.0
233.9,13.3,1,1487.14,107.22,100.0
246.08,6.44,0,801.91,146.69,100.0
316.8,6.5,1,1342.96,182.43,100.0
304.5,18.79,0,3528.25,264.56,100.0
303.27,20.4,1,3788.42,202.62,100.0
293.26,10.71,0,1887.85,217.26,100.0
300.81,7.98,0,1484.8,222.08,100.0
279.56,7.8,0,1252.55,191.48,100.0
330.03,16.68,1,3693.34,224.83,100.0
247.73,21.18,0,2619.43,182.87,100.0
238.02,29.98,1,3345.03,150.56,100.0
285.84,34.97,1,5532.67,239.93,48.37
143.99,15.26,1,644.77,41.84,100.0
305.89,7.16,0,1377.97,227.98,100.0
348.08,22.88,1,5566.38,279.66,46.68
178.51,29.64,1,1862.09,84.1,100.0
261.93,20.59,0,2850.16,202.2,100.0
108.64,32.61,1,751.57,33.07,100.0
302.94,6.54,0,1234.53,222.49,100.0
248.31,29.12,0,3545.66,214.73,100.0
278.52,5.6,0,894.46,186.8,100.0
137.89,23.69,0,902.5,59.43,100.0
314.51,13.37,0,2702.12,258.73,100.0
167.82,18.83,1,1074.14,60.32,100.0
281.47,32.64,0,5048.92,296.14,72.55
257.18,17.3,0,2323.72,183.94,100.0
273.25,10.97,0,1678.26,189.21,100.0
113.31,12.43,0,326.48,33.15,100.0
296.59,24.61,0,4328.62,279.98,100.0
310.74,26.9,0,5161.36,321.58,66.93
225.83,12.75,0,1330.27,132.26,100.0
208.35,22.6,0,1971.32,132.88,100.0
190.77,12.36,0,920.78,93.89,100.0
345.89,25.42,0,6068.81,386.93,21.56
300.09,22.45,0,4062.61,274.85,100.0
285.13,9.84,0,1642.22,203.35,100.0
345.29,26.57,0,6300.02,394.43,10.0
192.42,6.53,0,497.53,89.76,100.0
266.99,32.27,0,4496.83,264.48,100.0
281.81,15.3,0,2475.5,213.78,100.0
364.0,10.81,0,2935.84,335.12,100.0
213.2,15.0,0,1389.77,121.8,100.0
206.05,8.78,0,765.57,105.0,100.0
122.39,32.22,0,943.68,55.52,100.0
126.09,26.67,0,843.24,52.71,100.0
235.63,15.12,0,1711.6,149.06,100.0
145.36,29.93,1,1245.58,56.09,100.0
119.33,6.06,0,177.63,34.4,100.0
355.7,5.7,1,1483.6,228.65,100.0
352.13,32.22,0,7810.28,459.55,0.0
186.2,31.25,0,2124.87,126.02,100.0
309.32,16.02,0,3118.9,260.51,100.0
331.23,29.5,0,6383.8,385.01,5.81
223.16,7.71,0,789.87,121.92,100.0
159.28,9.25,1,481.91,47.29,100.0
134.4,14.23,0,524.61,47.84,100.0
137.32,29.99,0,1113.76,66.83,100.0
311.19,26.71,0,5143.51,321.32,67.82
201.87,28.78,1,2318.4,105.71,100.0
283.78,14.36,1,2359.94,160.28,100.0
242.75,8.17,0,989.02,144.87,100.0
204.59,27.22,0,2261.8,140.29,100.0
132.81,7.33,1,265.95,32.28,100.0
188.36,21.73,0,1552.07,106.83,100.0
322.65,26.03,0,5397.84,340.75,55.11
315.02,16.83,0,3394.15,273.8,100.0
107.52,22.96,0,532.85,35.63,100.0
137.17,26.4,0,988.58,62.05,100.0
300.31,6.09,0,1130.85,217.92,100.0
188.97,25.3,0,1802.83,115.2,100.0
270.55,16.24,0,2419.07,200.04,100.0
249.11,33.57,0,4053.87,236.3,100.0
272.8,10.65,1,1624.84,140.9,100.0
114.23,17.53,1,464.39,27.32,100.0
346.75,32.94,1,7724.27,339.09,0.0
105.56,25.77,0,572.26,36.28,100.0
102.13,30.24,0,620.72,37.15,100.0
159.93,33.67,0,1675.42,97.6,100.0
363.28,9.45,0,2559.15,328.65,100.0
119.22,5.75,0,168.12,34.26,100.0
331.74,31.78,0,6848.64,404.35,0.0
142.16,31.74,0,1256.25,74.19,100.0
128.91,5.41,0,185.08,39.97,100.0
306.43,33.86,0,6181.27,359.64,15.94
324.37,24.58,0,5171.6,334.69,66.42
309.93,9.32,0,1838.45,238.9,100.0
163.87,19.91,0,1080.39,78.17,100.0
333.16,25.07,1,5555.82,267.32,47.21
119.05,22.1,1,629.91,32.23,100.0
190.62,8.87,0,661.78,89.95,100.0
222.74,7.93,1,808.82,91.28,100.0
117.95,30.77,0,840.97,50.09,100.0
253.66,31.83,0,4008.94,236.61,100.0
248.24,27.11,0,3317.45,206.08,100.0
362.93,14.17,0,3810.14,348.57,100.0
264.74,6.57,0,946.91,169.95,100.0
205.35,24.06,1,2031.39,99.58,100.0
309.4,9.88,1,1940.69,179.65,100.0
188.77,25.38,0,1804.37,115.13,100.0
241.21,15.75,0,1866.13,157.75,100.0
114.7,32.58,0,836.97,49.11,100.0
185.51,7.72,0,546.19,84.25,100.0
239.95,29.76,1,3376.57,152.32,100.0
286.11,19.85,0,3284.0,238.04,100.0
126.24,23.21,0,741.98,49.36,100.0
311.25,20.57,0,4021.0,285.43,100.0
338.54,7.46,0,1757.49,279.95,100.0
174.47,30.02,0,1799.58,107.95,100.0
302.82,5.23,0,988.12,220.29,100.0
147.79,17.27,0,766.15,60.71,100.0
238.71,19.4,0,2235.8,164.35,100.0
311.37,19.3,0,3786.94,279.18,100.0
202.42,5.77,0,486.67,98.78,100.0
106.97,33.57,0,747.48,43.57,100.0
243.09,15.09,0,1818.22,158.58,100.0
323.85,26.35,1,5499.41,259.09,50.03
128.71,26.95,1,887.01,41.42,100.0
107.85,31.64,0,721.0,42.62,100.0
314.4,13.88,0,2800.9,260.44,100.0
170.79,30.64,0,1756.61,104.74,100.0
196.55,31.11,0,2358.62,140.04,100.0
123.05,10.43,1,323.92,28.59,100.0
125.6,10.97,1,354.58,29.98,100.0
